発展	650.86
当	650.86
出来る	650.29
北海道	649.53
複数	648.87
国民	648.18
広い	647.72
能力	647.54
会長	646.23
非	645.83
警察	644.43
選出	643.94
行政	642.19
品	641.87
正	640.76
発行	639.57
報告	635.06
スポーツ	633.99
重	632.95
夏	632.66
学ぶ	632.08
ニューヨーク	631.06
主要	630.94
表示	630.81
人々	630.24
区間	629.4
試験	627.61
経験	626.14
分類	625.8
頭	625.17
迎える	624.21
男	623.74
兵	623.03
レース	623.01
確認	622.51
今	620.43
そこ	620.2
工場	619.55
姿	619.31
言語	618.62
母	618.34
掲載	615.97
以後	615.38
男性	615.15
送る	613.85
装置	613.51
運用	611.07
とる	610.92
含める	610.87
付近	610.76
部門	610.7
行動	608.68
領	608.5
写真	608.5
イベント	608.18
南部	606.87
文字	606.65
音	606.34
方面	606.28
英	605.34
設ける	605.07
合併	604.54
息子	604.52
産業	604.02
状	601.84
誌	601.68
議会	601.56
支持	600.96
もつ	600.78
言葉	600.49
種類	599.59
成立	599.33
現代	598.16
字	596.22
病院	595.88
枠	595.4
文	595.27
師	594.38
史	594.1
かける	592.96
飛行	592.48
批判	591.54
平均	591.19
データ	591
個人	590.99
劇場	589.86
開く	587.04
ぶり	586.92
番号	586.47
相手	585.25
元年	584.79
復帰	584.67
よく	583.8
翌年	583.73
電気	583.66
失う	582.25
拡大	581.9
圏	581.64
方式	581.1
名古屋	580.46
紹介	578.78
ライブ	578.65
保護	578.53
社長	578.45
効果	576.82
高速	576.63
学生	576.6
事故	576.02
つける	575.45
近く	574.71
反対	574.58
正式	573.14
決める	572.86
寺	572.7
文学	571.58
王国	570.74
後半	569.94
敗れる	569.77
楽曲	568.56
初代	567.71
風	566.78
六	566.52
走る	565.99
ダム	565.56
ドル	564.64
進出	564.51
物語	564.31
司令	562.4
起こる	561.99
政策	561.52
合わせる	561.36
限定	561.22
士	560.15
編集	559.91
記述	559.3
作家	559.1
敵	558.89
通信	558.12
入れる	557.69
広島	557.39
どう	556.54
率いる	556.17
同じく	556.05
良い	555.98
追加	555.45
じ	555.31
にとって	555.16
近い	555.01
有名	554.52
歌	553.86
取得	552.87
動物	552.54
工事	552.07
伝える	551.73
インド	551.45
例えば	549.62
協力	549.58
値	549.4
女	548.47
いくつ	548.21
過去	547.24
製品	547.23
進める	547.06
入り	546.71
地元	546.01
花	545.77
市内	545.61
来る	545.39
成績	545.04
増加	544.43
配信	543.69
雑誌	543.49
祭	542.92
条件	542.75
連載	542.73
カード	542.23
政権	541.21
福岡	540.78
校	540.65
開業	540.38
空港	540
観光	539.59
映像	538.68
超	537.99
博士	536.52
座	535.28
ジョン	533.95
地球	533.93
はじめ	533.77
俳優	533.28
得点	532.14
大臣	529.6
芸術	529.38
指す	529.23
心	528.88
記す	527.42
装備	525.82
つく	525.69
細胞	525.34
港	524.9
方向	524.75
仕事	523.45
帯	522.82
事実	522.55
トップ	522.23
表す	521.99
口	520.92
候補	520.49
唯一	519.64
艦隊	519.25
八	518.84
横浜	518.73
不明	518.01
です	517.9
メートル	517.69
為	517.26
千	515.87
軍事	515.86
ロンドン	515.71
途中	515.67
将軍	515.58
サイト	515.56
砲	514.61
ごと	513.93
属	513.79
マン	512.94
家族	512.68
王座	512.66
器	511.65
アジア	511.61
土地	511.48
競馬	511.43
国立	510.56
台湾	510.55
離れる	510.34
ご	510.31
無	509.85
目指す	509.78
市民	508.96
国道	508.78
研究所	508.62
代目	508.34
こう	507.64
声	507.5
立つ	506.59
テーマ	506.15
北部	505.62
植物	505.54
私	505.43
住民	504.73
パリ	504.6
起こす	504.42
春	503.1
定める	502.97
なす	502.28
に関して	502.17
女優	502.03
各地	501.89
秒	499.91
新聞	499.64
統合	499.16
系統	498.77
分野	498.54
日本語	498.4
銀行	498.16
渡る	498.13
千葉	498.05
明らか	498.02
誕生	497.89
専用	496.66
ビル	496.55
従来	495.76
説明	495
特定	494.63
付ける	494.26
生まれ	493.91
差	493.77
条約	493.5
大型	493.42
規定	492.18
集める	491.43
つつ	490.06
現れる	489.7
配置	489.66
直接	489.42
低い	488.96
公演	488.81
扱う	487.42
オリジナル	487.24
未	486.97
層	486.62
やすい	485.23
内閣	485.04
百	484.78
定義	484.72
項	484.67
戦後	484.12
事務所	484.02
本部	483.56
拠点	483.31
安全	483.29
左	483.13
着	482.51
外国	482.03
変わる	480.6
派遣	480.21
店舗	480.07
近年	480.03
業務	479.77
界	479.74
市場	479.05
そう	478.64
被害	478.08
付	477.86
→	477.73
諸	477.64
盤	475.81
死	475.77
少年	475.4
ひとつ	475
指摘	474.98
生じる	474.49
見せる	474.07
所有	473.84
隻	473.34
革命	473.15
そのまま	470.19
深い	469.97
門	469.43
法律	468.56
建物	467.89
ファン	467.6
系列	467.49
超える	467.36
貢献	467.14
原因	466.75
天皇	466.63
障害	465.89
工業	465.74
記載	464.68
創設	464.66
※	463.85
原作	463.39
勢力	463.19
発電	462.26
普通	461.72
クラス	460.79
電子	460.66
主演	460.65
業	459.79
県立	459.37
伝統	459.29
メーカー	458.84
弟	458.71
主人公	456.88
演じる	456.54
加入	456.42
成長	456.27
称す	455.12
距離	455.08
実験	453.64
破壊	451.24
商品	451.11
独自	450.92
理事	450.69
住む	450.52
防衛	449.84
それら	449.19
実現	448.64
取締役	448.24
ま	448.14
反応	447.53
民族	447.31
節	446.99
名誉	446.25
購入	445.92
朝鮮	445.44
同社	445.43
理論	445.16
行為	445.1
収める	444.55
宗	442.6
上げる	440.54
夜	440.13
投票	439.84
敗	439.8
生物	439.63
帝	438.83
死亡	438.81
訪れる	438.73
流	438.42
宗教	438.29
本社	438.27
流れる	438.18
カナダ	438.11
弾	438.11
達成	437.15
電車	437.14
維持	436.95
逆	436.84
関わる	436.36
七	436.28
作成	434.79
メイン	434.57
章	434.4
わ	433.48
要素	433.18
米国	433.13
かつ	431.75
海外	430.68
向ける	430.59
住宅	430.47
路	429.74
スーパー	429.57
入学	429.49
聖	429.18
比べる	429.13
直後	428.56
ツアー	428.38
ソ連	428.2
統一	427.19
同盟	426.25
兄	425.4
改正	425.33
制御	425.26
標準	424.47
医療	424.46
競走	424.32
記事	423.76
速度	423.74
ベース	423.65
よ	423.57
空間	422.83
見える	422.82
商業	422.43
さん	421.28
森	420.84
継承	420.26
愛知	420.05
オープン	419.12
図書館	418.99
精神	418.93
減少	418.75
作業	418.75
電話	417.55
ステージ	417.31
役割	416.82
集	416.79
湖	416.61
選択	416.52
地上	416.47
備える	415.54
教	415.51
中継	415.03
刊行	414.8
集団	414.64
連盟	414.61
不	414.24
料理	412.99
勝ち	412.69
似る	412.67
計	412.53
移転	412.27
面積	411.94
白	411.5
歌手	411.26
一覧	411.04
紀元前	410.54
参戦	410.53
基地	410
ちる	409.92
オランダ	409.66
軌道	409.31
客	409.11
昇格	408.9
体制	408.35
欧州	408.18
機構	407.5
貴族	407.5
沖縄	407.39
接続	406.52
古代	406.48
丸	406.42
すぐ	405.89
職	405.77
毎年	405.51
図る	405.29
葉	405.02
天	404.77
組合	404.73
域	404.3
準	403.9
共通	403.73
制限	403.11
観測	403.1
半	402.04
失敗	401.91
形態	401.58
やる	401.15
大学院	400.5
プロジェクト	400.3
単位	400.19
破る	398.93
要求	398.85
相当	398.77
段	398.57
自治体	398.49
行なう	398.3
自体	397.66
歌う	397.32
スタジオ	396.85
現役	396.25
プレー	395.82
資料	394.95
予選	394.86
男子	394.84
武	394.71
屋	394.59
処理	394.53
オーストラリア	394.5
真	394.44
基準	393.99
秋	393.46
働く	393.15
レコード	392.93
新潟	392.07
表	392.05
戦う	391.98
化学	391.76
改革	391.2
段階	390.95
皇帝	390.79
首都	390.69
よい	390.23
報道	390.23
一時	387.79
隣接	387.46
史上	387.43
劇	387.33
日本人	386.85
かかる	386.77
九州	386.7
ニュース	386.07
神奈川	384.71
農業	384.04
聞く	383.93
向上	383.82
紙	383.65
禁止	383.54
基礎	383.51
通称	383.46
李	382.98
改造	381.71
提案	381.47
源	381.06
首相	380.52
詳細	380.39
脚本	380.15
復活	380
低	379.49
ヒット	379.09
継続	379.02
行	378.93
内部	378.74
兄弟	378.41
郵便	378.34
ヶ月	378.07
命	377.96
ポイント	377.61
到着	377.59
…	377.48
幕府	377.34
交換	376.68
分離	376.38
しばしば	376.03
美術	375.6
停止	375.6
トン	375.38
発	375.29
解散	374.69
あたる	374.51
記	374.51
レギュラー	374.36
前後	374.29
責任	374.21
指名	374.14
スタート	373.73
エネルギー	373.64
清	373.6
展示	373.39
通る	373.3
仕様	373
訓練	372.44
起きる	372.32
帰国	372.31
永	372.05
判断	371.64
夫	371.56
反	371.49
強化	371.49
経由	371.43
ユダヤ	371.42
愛	370.91
主催	370.24
生徒	369.97
神戸	369.72
属す	369.54
タイプ	369.05
守る	368.83
民	368.71
投手	368.52
ベスト	367.55
ブランド	366.65
そこで	366.22
タイ	366.15
近代	365.44
地名	365.44
博物館	365.3
上記	364.83
イングランド	364.8
林	364.41
ポーランド	364.2
兼	363.84
九	363.73
父親	363.71
安定	363.13
宣言	362.88
番目	362.67
建造	362.55
感	362.49
本名	362.11
ポジション	361.35
著作	361.31
通	360.99
明	360.97
駆逐	360.9
会員	360.75
命令	360.37
占める	359.96
もしくは	358.95
対立	358.87
衆議院	358.72
更に	358.65
交流	357.87
任命	357.72
本塁打	357.57
分ける	357.41
長野	356.67
西部	356.46
機械	355.88
通過	355.81
限り	355.68
当選	355.6
木	355.42
憲法	355.25
属する	354.85
移る	354.5
倍	354.43
ネット	354.34
埼玉	354.27
きっかけ	354.25
核	353.94
を通じて	353.79
治療	353.66
自動	353.46
対策	352.77
変える	352.73
兵庫	352.54
傾向	352.15
平	352.12
便	352
困難	351.91
領域	351.85
スター	351.73
コーナー	351.69
開幕	350.74
画	350.7
学会	350.54
自己	350.31
陸上	349.75
ロック	349.68
特殊	349.59
コース	349.55
推進	349.55
ソフト	349.53
注目	349.5
防御	349.23
有する	349.16
酸	349.16
操作	348.66
り	348.28
身	348.16
孫	348.06
親	347.96
機体	347.92
全日本	347.92
レベル	347.83
メジャー	347.2
既に	347.02
あまり	346.59
わずか	346.44
延長	345.87
ユニット	345.52
比較	345.45
保存	345.03
週間	344.68
