떢	20
떣	20
떤	1800
떥	20
떦	20
떧	20
떨	1800
떩	20
떪	1800
떫	1800
떬	20
떭	20
떮	20
떯	20
떰	1800
떱	1800
떲	20
떳	1800
떴	1800
떵	1800
떶	20
떷	20
떸	20
떹	20
떺	20
떻	1800
떼	1800
떽	1800
떾	20
떿	20
뗀	1800
뗁	20
뗂	20
뗃	20
뗄	1800
뗅	20
뗆	20
뗇	20
뗈	20
뗉	20
뗊	20
뗋	20
뗌	1800
뗍	1800
뗎	20
뗏	1800
뗐	1800
뗑	1800
뗒	20
뗓	20
뗔	20
뗕	20
뗖	20
뗗	20
뗘	1800
뗙	20
뗚	20
뗛	20
뗜	20
뗝	20
뗞	20
뗟	20
뗠	20
뗡	20
뗢	20
뗣	20
뗤	20
뗥	20
뗦	20
뗧	20
뗨	20
뗩	20
뗪	20
뗫	20
뗬	1800
뗭	20
뗮	20
뗯	20
뗰	20
뗱	20
뗲	20
뗳	20
뗴	20
뗵	20
뗶	20
뗷	20
뗸	20
뗹	20
뗺	20
뗻	20
뗼	20
뗽	20
뗾	20
뗿	20
똀	20
똁	20
똂	20
똃	20
똄	20
똅	20
똆	20
똇	20
똈	20
똉	20
똊	20
똋	20
똌	20
똍	20
똎	20
똏	20
또	1800
똑	1800
똒	20
똓	20
똔	1800
똕	20
똖	20
똗	20
똘	1800
똙	20
똚	20
똛	20
똜	20
똝	20
똞	20
똟	20
똠	20
똡	20
똢	20
똣	20
똤	20
똥	1800
똦	20
똧	20
똨	20
똩	20
똪	20
똫	20
똬	1800
똭	20
똮	20
똯	20
똰	20
똱	20
똲	20
똳	20
똴	1800
똵	20
똶	20
똷	20
똸	20
똹	20
똺	20
똻	20
똼	20
똽	20
똾	20
똿	20
뙀	20
뙁	20
뙂	20
뙃	20
뙄	20
뙅	20
뙆	20
뙇	20
뙈	1800
뙉	20
뙊	20
뙋	20
뙌	20
뙍	20
뙎	20
뙏	20
뙐	20
뙑	20
뙒	20
뙓	20
뙔	20
뙕	20
뙖	20
뙗	20
뙘	20
뙙	20
뙚	20
뙛	20
뙜	20
뙝	20
뙞	20
뙟	20
뙠	20
뙡	20
뙢	20
뙣	20
뙤	1800
뙥	20
뙦	20
뙧	20
뙨	1800
뙩	20
뙪	20
뙫	20
뙬	20
뙭	20
뙮	20
뙯	20
뙰	20
뙱	20
뙲	20
뙳	20
뙴	20
뙵	20
뙶	20
뙷	20
뙸	20
뙹	20
뙺	20
뙻	20
뙼	20
뙽	20
뙾	20
뙿	20
뚀	20
뚁	20
뚂	20
뚃	20
뚄	20
뚅	20
뚆	20
뚇	20
뚈	20
뚉	20
뚊	20
뚋	20
뚌	20
뚍	20
뚎	20
뚏	20
뚐	20
뚑	20
뚒	20
뚓	20
뚔	20
뚕	20
뚖	20
뚗	20
뚘	20
